,A,B,C,D,E,F
0,7.394372876976579,1.9872723481512533,0.0,-2.760473011439015,-2.6623807090102645,3.155440742154097
1,7.643216882348998,6.721498898264696,0.0,-2.5610635185182544,-1.0139051674766626,0.9418911356624784
2,-0.7922259449273511,9.594072290879115,0.0,0.12155702961001769,-1.948078388495627,1.924725240663559
3,34.920235176496256,1.6229519341765883,0.0,-5.898615540056597,0.9785552379815338,-1.2242957168178357
4,0.5506945519591097,1.1942998630400488,0.0,0.06578837709171381,-1.7694231370626055,2.1558617389549117
5,3.718830380933021,0.5196580033198692,0.0,1.6346679995134648,-1.6058253664857198,1.1103501276532461
6,43.799736219281854,0.5306969761011187,0.0,-6.539004499994052,0.4373907256923094,-0.18512055669426408
7,1.4276453951473638,12.769823873449614,0.0,0.5192002159445976,-1.7570931830535463,1.6169653180093797
8,0.5928694118941807,7.920497818819238,0.0,0.6932782316671962,-1.2178333092911195,1.1021601568714328
9,2.0987896270949697,18.067263861525685,0.0,-1.100358151554612,0.03328375700222885,-0.037035938035396086
10,5.3078528339295765,7.081509370729215,0.0,2.105051782818603,-2.2153157628425366,2.2222934028939103
11,5.109386711629429,0.02926305075836326,0.0,-1.98270345541829,-0.06617371378248604,0.3581136572327108
12,27.337124014275123,1.0555200983327329,0.0,-5.1638790586528955,3.320650089447824,-2.8582977234311238
13,10.012248573682449,0.21985775229046184,0.0,-2.9761751022987015,-1.7609723609825525,2.0738115974053457
14,25.789384274679044,19.605150539914444,0.0,-4.9882680855620265,-1.431951323663248,1.055857538627242
15,1.5563807698076846,1.549041157383851,0.0,-1.164442125831949,-2.033083817368385,1.7537541052571455
16,-0.7165286205450709,3.1407072428151617,0.0,-0.32368060717357405,-1.5029786332859087,1.5662532499294994
17,0.9705942555182099,1.6168088074483598,0.0,-0.9153625784337658,-1.6734310538519241,1.2640478704332874
18,0.6919524707657134,5.084672288621588,0.0,-0.386661790928698,-0.7278007407589836,0.6313918527280317
19,4.789116474019872,0.1366943968045109,0.0,-1.9025621573313671,1.9429791257548845,-1.809708631360186
20,2.2368905723627788,6.695659490365794,0.0,1.0686706396886132,-1.137105535924292,0.782985953016241
21,10.947322753098584,0.0006275349357691471,0.0,-3.12547933891428,-1.091312619210175,1.2254258296304095
22,52.97189047416161,0.38198978446850024,0.0,-7.201754222151163,-2.276620275414867,2.614106386675166
23,1.3652191697150746,1.519850688313276,0.0,-1.0656423950994562,-1.143143721819806,0.6407877172686701
24,1.3689730156751159,18.897704886966405,0.0,-0.43752725762765565,-0.6355005916667286,0.3348616331955057
25,16.049344062590485,6.763873561117797,0.0,-3.870912724304893,-0.7154133348778672,0.8220503395202645
26,12.383213743111625,0.31671940915472535,0.0,-3.3547354021807743,-0.3259517489039827,0.2149610501797302
27,-0.6428792911408933,3.37950229517315,0.0,-0.3876230034955199,0.5223421494233574,-0.7635943980369713
28,0.4114361587347012,2.404949679521609,0.0,0.9866419320460895,-1.1941368506514176,0.9646065727629571
29,66.93494244045584,17.165035652855686,0.0,-8.17739075465272,1.0897002276592587,-0.6912252343741725
30,8.042544906327395,14.996043778272961,0.0,-2.936145831835414,0.9035398006132428,-0.9397503902949828
31,1.2012330222649028,0.6317663133802525,0.0,-0.46426881882068205,-2.3272002063392647,2.8222857382843305
32,-0.48447653766391985,8.580178834549955,0.0,0.029200710147541997,-1.8995523985747935,1.895080368101487
33,2.475354463655646,12.311565433618368,0.0,1.1527966828755034,-2.0454403662043545,2.62538679140629
34,23.367671363257415,0.023299076116507656,0.0,-4.710545713867401,-1.6089334883708535,1.5993824908701135
35,11.88288067486337,1.8422827203557086,0.0,-3.460107297065652,-2.1117102613491405,2.1057299876393327
36,2.13557689451262,6.635021976880515,0.0,1.0090261164730547,-1.2226577505099758,1.1672482789382859
37,2.2331835021836657,0.502538130085324,0.0,1.085411791943087,-1.9868856521738842,2.080197329513068
38,7.235885025077349,0.5932227394781658,0.0,2.495604097724523,-2.191320599450868,2.116322427114164
39,15.37994192261603,0.3137324452303834,0.0,-3.7749240715890675,-2.0831212863578012,2.064058902739188
40,1.0090942951802198,0.6512323621886188,0.0,0.18722995962197997,-2.1997605979114154,1.992049645397265
41,21.951541490438565,0.10223897134096448,0.0,-4.55829589771081,-0.9475447317454971,0.3224213806499203
42,1.2559844433312726,0.16722999944649156,0.0,0.302047961336676,-1.9311676610682347,2.409267329912619
43,9.080146982889786,1.793561878081302,0.0,-3.020326606580607,-2.153690422325544,2.2796363444400014
44,-0.03955209434271892,8.172123393509139,0.0,-0.30748685255937425,0.010591808991365581,-0.4289885333850632
45,1.590151220973383,0.7472629911619072,0.0,0.8233453660027592,-1.513058996751409,1.4631632208495016
46,-0.6882886512982264,9.712470009439212,0.0,-0.3031679127474676,1.0513536963720886,-1.2966669839099807
47,-0.7657689002483348,9.69071895444377,0.0,0.1427405562775781,-1.6434714951738933,1.3122244375215875
48,4.018404399726876,0.08029149529866202,0.0,-1.686097321779442,-2.7146944288606294,2.4427853476767423
